,Author,Author,Fork,Fork
"Clean indoor air laws, cigarette excise taxes, and smoking: Results from the current population survey-tobacco use supplement, 2003‚Äì2011",0.5,0.5,1,0
Climate Forcing on 14 Photosynthetic Variability,0,1,0,1
Clinical Assessment of the Roche SARS-CoV-2 Rapid Antigen Test,1,0,0,1
Clinical Characteristics and Pharmacological Management of COVID-19 Vaccineâ€“Induced Immune Thrombotic Thrombocytopenia With Cerebral Venous Sinus Thrombosis: A Review,1,0,0,1
Clinical Characteristics of Covid-19 in China.,1,0,0,1
Clinical Chemistry and Laboratory Medicine celebrates 60 years â€“ narrative review devoted to the contribution of the journal to the diagnosis of SARS-CoV-2,0.25,0.75,0,1
Clinical Predictors of SARS-CoV-2 Testing Pressure on Clinical Laboratories: A Multinational Study Analyzing Google Trends and Over 100 Million Diagnostic Tests,1,0,0,1
"Clinical Presentation, Hemodynamics, Management Strategies And Outcomes Of Saddle Vs. Non Saddle Pulmonary Embolism",0.333333333,0.666666667,0,1
Clinical and demographic characteristics of patients dying from COVIDâ€19 in Italy vs China,0.666666667,0.333333333,0,1
"Clinical application of artificial intelligence in emergency and critical care medicine, volume III",0.25,0.75,0,1
Clinical assessment of FREND COVID-19 Ag test in an unselected population referred for routine SARS-CoV-2 testing,1,0,0,1
Clinical assessment of SNIBE Maglumi SARS-CoV-2 antigen fully-automated chemiluminescent immunoassay,0.75,0.25,0,1
Clinical assessment of the DiaSorin LIAISON SARS-CoV-2 Ag chemiluminescence immunoassay,0.75,0.25,0,1
Clinical assessment of the Roche SARS-CoV-2 rapid antigen test,0.666666667,0.333333333,0,1
Clinical characteristics and outcomes of critically ill mechanically ventilated COVID-19 patients receiving interleukin-6 receptor antagonists and corticosteroid therapy: a ‚Ä¶,0.2,0.8,0,1
"Clinical features, laboratory characteristics, and outcomes of patients hospitalized with coronavirus disease 2019 (COVID-19): Early report from the United States",0.4,0.6,0,1
Clinical outcome in acute tubular necrosis (ATN): Effect of diabetes mellitus (DM),1,0,1,0
Clinical outcomes after liver transplantation in patients with portopulmonary hypertension,0.181818182,0.818181818,0,1
Clinical outcomes associated with ivermectin use in covid-19: an updated systematic review and meta-analysis,0.363636364,0.636363636,0,1
Clinical outcomes of living versus deceased donor liver transplantation for primary sclerosing cholangitis: A Multicenter 15 year Experience,0,1,0,1
Clinical outcomes of solid organ transplant recipients with metastatic cancers who are treated with immune checkpoint inhibitors: A single‚Äêcenter analysis,0,1,0,1
Clinical pearls and pitfalls of SARS-CoV-2 serology,1,0,0,1
Clinical performance of Fujirebio Lumipulse G SARSCoV-2 Ag chemiluminescent immunoassay,1,0,0,1
Clinical profile and outcomes of acute cardiorenal syndrome type-5 in sepsis: An eight-year cohort study,0.5,0.5,0,1
Clinical response to arginine vasopressin therapy after paediatric cardiac surgery,0.5,0.5,0,1
Clinical significance of serum cortisol levels following surgery for congenital heart disease,0,1,0,1
Clinically Asymptomatic Sleep-Disordered Breathing in Infants with Single-Ventricle Physiology,0.333333333,0.666666667,0,1
Clinicians role in reducing lab order frequency in ICU settings,1,0,0,1
Clinicopathological characteristics of incidental prostate cancer discovered from radical cystoprostatectomy specimen: a multicenter French study,0.395833333,0.604166667,1,0
Code Blue U: An Interactive Multimedia Teaching Tool,1,0,1,0
Collateral damage and CRISPR genome editing,0,1,0,1
"Colours, capsules and concept flavour names on cigarette packs appeal to youth in Mexico",1,0,1,0
Combinations of electronic nicotine delivery system device and liquid characteristics among US adults,0.333333333,0.666666667,1,0
Combinatorial CRISPR screen identifies fitness effects of gene paralogues,0.375,0.625,0,1
Combined Cytokine Scores Assessed at Emergency Department Presentation Predicts COVID-19 Critical Illness,0.5,0.5,0,1
Combined Heart-Liver Transplantation Has Excellent Long-Term Outcomes,1,0,0,1
Combined Liver Transplantation and Pancreaticoduodenectomy for Hilar Cholangiocarcinoma With Positive Distal Bile Duct Margins,0.2,0.8,0,1
Combined heart and liver transplantation in highly sensitized patients: protection of the cardiac allograft from antibody mediated rejection by initial liver implantation,1,0,0,1
Combined pharmacologic and genetic manipulation of myeloid dendritic cells to enhance their tolerogenic potential.,1,0,0,1
Commentaries on health services research,0.25,0.75,0,1
Common cognitive biases in nephrology critical care: A plea for metacognition,0.25,0.75,0,1
Comparable in vitro Function of Human Liver-Derived and Adipose Tissue-Derived Mesenchymal Stromal Cells: Implications for Cell-Based Therapy,0.333333333,0.666666667,0,1
Comparative effect of tobacco versus non-tobacco use on disease outcomes and discontinuation of oral disease modifying therapies in clinical practice,1,0,1,0
Comparative effectiveness and discontinuation of dimethyl fumarate and fingolimod in clinical practice at 36-month follow-up,1,0,1,0
Comparative longitudinal variation of total IgG and IgA anti-SARS-CoV-2 antibodies in recipients of BNT162b2 vaccination,1,0,0,1
"Comparative longitudinal variation of total, IgG and IgA anti-SARS-CoV-2 antibodies in recipients of BNT162b2 vaccination",1,0,0,1
"Comparative longitudinal variation of total, IgG and IgA anti-SARS-CoV-2 antibodies in recipients of BNT162b2 vaccination (preprint)",1,0,0,1
Comparing NPs and residents in a pediatric ED,0.5,0.5,0,1
Comparison of Cell Expression Formats for the Characterization of GABAA Channels Using a Microfluidic Patch Clamp System,0.5,0.5,0,1
Comparison of International Classification of Disease-Ninth Revision (ICD-9) Coding with Retrospective Case Review for the Diagnosis of Acute Respiratory Distress Syndrome.,1,0,0,1
Comparison of International Classification of Disease-Ninth Revision (ICD-9) Coding with Retrospective Case Review for the Diagnosis of Septic Shock.,1,0,0,1
Comparison of Long-term Survival and Functional Status of Patients at High Risk for ALI Who Did and Who Did Not Develop ALI,0.4,0.6,0,1
Comparison of five commercial anti-SARS-CoV-2 total antibodies and IgG immunoassays after vaccination with BNT162b2 mRNA,0.714285714,0.285714286,0,1
Comparison of forehead temperature screening with infra-red thermometer and thermal imaging scanner,1,0,0,1
Comparison of the Noether charge and Euclidean methods for computing the entropy of stationary black holes,0,1,0,1
Compensatory hypertrophy of the remaining kidney in medically complex living kidney donors over the long term,0,1,0,1
"Competing conceptualizations of decent work at the intersection of health, social and economic discourses",1,0,1,0
Complement levels at admission as a reflection of coronavirus disease 2019 (COVIDâ€19) severity state,0.333333333,0.666666667,0,1
Complement levels at admission reflecting progression to severe acute kidney injury (AKI) in Coronavirus disease 2019 (COVID-19): A multicenter prospective cohort study,0.541666667,0.458333333,0,1
Compliance with Smoke-Free Tobacco Legislation in Indoor Public Places in 12 Cities in Turkey,0.545454545,0.454545455,1,0
Compliance with Uruguay‚Äôs single presentation requirement,0.333333333,0.666666667,1,0
Compliance with smoke-free legislation within public buildings: a cross-sectional study in Turkey,0.444444444,0.555555556,1,0
Compliance with smoke-free policies at indoor and outdoor public places: an observational study in Pakistan,0.666666667,0.333333333,1,0
"Compliance with smoke-free policies at indoor and outdoor public venues: an observational study in Karachi, Pakistan",1,0,1,0
Compliance with the City of Chicago‚Äôs partial ban on menthol cigarette sales,0.333333333,0.666666667,1,0
Compliance with the Framework Convention on Tobacco Control: A 9-country study,0.5,0.5,1,0
Compliance with tobacco control policies in India: an examination of facilitators and barriers,1,0,1,0
Complications after hand-assisted laparoscopic living donor nephrectomy,0.2,0.8,0,1
Comprehensive Management Considerations of Select Noncardiac Organ Systems in the Cardiac Intensive Care Unit,0.428571429,0.571428571,0,1
Comprehensive assessment of humoral response after Pfizer BNT162b2 mRNA Covid-19 vaccination: a three-case series,0.833333333,0.166666667,0,1
Comprehensive assessment of humoral response after Pfizer BNT162b2 mRNA Covid-19 vaccination: a three-case series (preprint),0.714285714,0.285714286,0,1
Comprehensive evaluation of an online tobacco control continuing education course in Canada,1,0,1,0
Comprehensive tobacco control programs: a review and synthesis of evaluation strategies in the United States,1,0,1,0
Conceptualizing Transitional Care After Critical Illness Using Stakeholder Perspectives: A Qualitative Content Analysis,0.5,0.5,1,0
Concomitant Blockade Of Calcium-Activated Chloride Channels (CACC) And Sodium Potassium Chloride Cotransporter (NKCC) Attenuates Acetylcholine Contractions In Human Airway â€¦,0.666666667,0.333333333,0,1
Conducting public health surveillance research on consumer product websites,0.2,0.8,1,0
Confirmed disability improvement in patients treated with fingolimod in phase 3 and extension trial programmes for up to 96 months,1,0,1,0
Confounders or intermediate variables? Testing mechanisms for the relationship between depression and smoking in a longitudinal cohort study,0,1,1,0
Congenital absence of the palmaris longus muscle: A meta-analysis comparing cadaveric and functional studies,0,1,0,1
Congenital anomalies of the tracheobronchial tree: a meta-analysis and clinical considerations,0.666666667,0.333333333,0,1
Congenital transmission of,1,0,1,0
Conscious and Unconscious Bias: The Hidden Pandemic of Biases in Healthcare Exacerbated by COVID-19,0,1,0,1
Consensus Recommendations,0.125,0.875,0,1
Consensus guidelines for the uniform reporting of study ethics in anatomical research within the framework of the anatomical quality assurance (AQUA) checklist,0,1,0,1
Consensus statement for pharmacological management of coronavirus disease 2019 (COVID-19): a pragmatic approach,1,0,0,1
"Considine, M., 294 Contreras, FE, 322 Converse, PE, 206",1,0,1,0
Consumer perceptions of the Nutrition Facts table and front-of-pack nutrition rating systems,0.5,0.5,1,0
Contemporary multicenter outcomes for truncus arteriosus with interrupted aortic arch,0.333333333,0.666666667,0,1
Continuous Inhalation of Ipratropium Bromide for Acute Asthma Refractory to Î²2-agonist Treatment,0,1,0,1
Contraband cigarettes in Ontario,1,0,1,0
"Contrary to Expectation, the Use of Immune Checkpoint Inhibitors is Not Consistently Associated with Early Onset Allograft Rejection in Solid Organ Transplant Recipients",1,0,0,1
Contrast associated nephropathy after intravenous administration: what is the magnitude of the problem?,0.5,0.5,0,1
Contrast-Enhanced Ultrasound of Brain Perfusion in Cardiopulmonary Resuscitation,0.5,0.5,0,1
Contrast-enhanced US in pediatric patients: overview of bowel applications,0.666666667,0.333333333,0,1
"Contrast-enhanced ultrasound and near-infrared spectroscopy of the neonatal bowel: novel, bedside, noninvasive, and radiation-free imaging for early detection of necrotizing ‚Ä¶",0.666666667,0.333333333,0,1
Contrast-enhanced ultrasound and shear wave elastography evaluation of Crohn's disease activity in three adolescent patients,0.333333333,0.666666667,0,1
Contrast-enhanced ultrasound of adrenal hemorrhage: a helpful problem solving tool,0.25,0.75,0,1
Contrast-enhanced ultrasound of the pediatric brain,0.25,0.75,0,1
Contrast-enhanced ultrasound: a comprehensive review of safety in children,0.6,0.4,0,1
Contrast‚Äêenhanced ultrasound and elastography imaging of the neonatal brain: a review,0,1,0,1
Copeptin as a marker of relative arginine vasopressin deficiency after pediatric cardiac surgery,0.5,0.5,0,1
Coronavirus Disease 2019 in Pediatric Oncology Patients: A Matched‚ÄìCohort Analysis of the SCCM Discovery Viral Infection and Respiratory Illness Universal Study COVID-19 Registry,0.7,0.3,0,1
Coronavirus Disease 2019-Associated Coagulopathy,0.5,0.5,0,1
"Coronavirus disease 2019 (COVID-19) is associated with low circulating plasma levels of angiotensin 1 and angiotensin 1, 7",0.666666667,0.333333333,0,1
Coronavirus disease 2019 (COVID-19)-Associated coagulopathy,1,0,0,1
Coronavirus disease 2019 (COVID-19): the portrait of a perfect storm,0.5,0.5,0,1
"Coronavirus disease 2019 is associated with low circulating plasma levels of angiotensin 1 and angiotensin 1, 7",1,0,0,1
"Coronavirus disease 2019, hypertension, and reninâ€“angiotensinâ€“aldosterone system inhibitors",0.5,0.5,0,1
Coronavirus disease 2019‚Äìassociated PICU admissions: A report from the society of critical care medicine discovery network viral infection and respiratory illness universal ‚Ä¶,0.5,0.5,0,1
Corporate influence on science. What is happening and what can be done?,0.6,0.4,1,0
Correction to collaborators in acknowledgments in: Decision-making on withholding or withdrawing life support in the ICU: A worldwide perspective,1,0,0,1
Correction to: Prevention and Treatment of Monkeypox,0.5,0.5,0,1
Correction to: electronic cigarette use behaviors and motivations among smokers and non-smokers,0.5,0.5,1,0
